player_id,player_name,format,matches,innings,balls,runs,maidens,wickets,avg,eco,sr,bbi,bbm,4w,5w,10w
11342,Tanveer Ahmed,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11342,Tanveer Ahmed,ODI,6,6,229,208,1,5,41.6,5.45,45.8,2/49,2/49,0,0,0
11342,Tanveer Ahmed,T20,5,5,81,116,0,3,38.67,8.59,27.0,2/29,2/29,0,0,0
11342,Tanveer Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12994,Sam James Cook,Test,1,2,186,119,4,1,119.0,3.84,186.0,1/72,1/119,0,0,0
12994,Sam James Cook,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12994,Sam James Cook,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12994,Sam James Cook,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11436,Brydon Carse,Test,9,18,1867,1084,45,36,30.11,3.48,51.86,6/42,10/106,2,1,1
11436,Brydon Carse,ODI,27,26,1138,1227,3,30,40.9,6.47,37.93,5/61,5/61,0,1,0
11436,Brydon Carse,T20,11,11,240,360,0,17,21.18,9.0,14.12,3/23,3/23,0,0,0
11436,Brydon Carse,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46023,Shoaib Bashir,Test,19,33,4199,2652,53,68,39.0,3.79,61.75,6/81,9/143,2,4,0
46023,Shoaib Bashir,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46023,Shoaib Bashir,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46023,Shoaib Bashir,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12747,Josh Tongue,Test,6,12,1368,930,28,31,30.0,4.08,44.13,5/66,8/182,1,2,0
